                  下月连续 (IFL1)

      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA30  	   MA.MA60  	   MA.MA120 	   MA.MA250 	
 12/20-09:40	2378.000	2378.600	2377.000	2377.800	           1435	   2377.167	   2381.976	   2384.528	   2383.379	
 12/20-09:41	2377.800	2378.000	2373.800	2374.000	           2889	   2376.867	   2381.559	   2384.475	   2383.362	
 12/20-09:42	2373.800	2373.800	2372.600	2373.800	           3841	   2376.567	   2381.190	   2384.415	   2383.360	
 12/20-09:43	2374.000	2374.800	2373.400	2374.000	           1961	   2376.260	   2380.830	   2384.350	   2383.350	
 12/20-09:44	2373.600	2374.000	2372.200	2372.400	           3130	   2375.867	   2380.464	   2384.269	   2383.321	
 12/20-09:45	2372.600	2374.200	2372.000	2373.600	           2359	   2375.533	   2380.220	   2384.203	   2383.290	
 12/20-09:46	2373.600	2374.800	2371.800	2374.000	           2669	   2375.500	   2379.993	   2384.148	   2383.266	
 12/20-09:47	2374.200	2375.600	2374.000	2374.800	           2178	   2375.621	   2379.767	   2384.100	   2383.247	
 12/20-09:48	2374.600	2374.800	2373.200	2374.000	           1870	   2375.660	   2379.536	   2384.025	   2383.222	
 12/20-09:49	2374.000	2377.400	2374.000	2376.600	           2594	   2375.775	   2379.341	   2383.965	   2383.214	
 12/20-09:50	2376.200	2377.200	2375.800	2376.200	           1591	   2375.806	   2379.140	   2383.910	   2383.203	
 12/20-09:51	2376.000	2376.800	2375.800	2376.200	           1119	   2375.854	   2378.973	   2383.860	   2383.187	
 12/20-09:52	2376.400	2377.800	2375.200	2377.000	           1621	   2375.921	   2378.823	   2383.810	   2383.174	
 12/20-09:53	2376.800	2377.200	2376.200	2377.000	           1330	   2375.988	   2378.643	   2383.758	   2383.151	
 12/20-09:54	2377.000	2377.800	2376.000	2377.600	           1376	   2376.054	   2378.477	   2383.715	   2383.131	
 12/20-09:55	2377.600	2377.600	2376.000	2376.800	           1150	   2376.119	   2378.279	   2383.655	   2383.109	
 12/20-09:56	2376.600	2376.800	2375.200	2376.000	           1761	   2376.133	   2378.113	   2383.590	   2383.081	
 12/20-09:57	2375.800	2377.400	2375.800	2376.600	           1336	   2376.154	   2377.994	   2383.530	   2383.054	
 12/20-09:58	2376.800	2378.600	2376.800	2377.800	           2402	   2376.240	   2377.877	   2383.472	   2383.027	
 12/20-09:59	2377.800	2378.200	2376.200	2376.400	           1538	   2376.252	   2377.750	   2383.406	   2383.001	
 12/20-10:00	2376.200	2377.600	2376.000	2377.000	           1136	   2376.313	   2377.623	   2383.335	   2382.978	
 12/20-10:01	2376.800	2377.600	2375.800	2377.200	           1283	   2376.319	   2377.536	   2383.265	   2382.952	
 12/20-10:02	2377.200	2378.200	2374.400	2374.400	           2188	   2376.206	   2377.391	   2383.160	   2382.906	
 12/20-10:03	2374.800	2375.400	2373.600	2375.200	           2172	   2376.179	   2377.263	   2383.053	   2382.836	
 12/20-10:04	2375.000	2377.000	2375.000	2376.000	           1494	   2376.200	   2377.140	   2382.957	   2382.798	
 12/20-10:05	2376.000	2376.800	2375.400	2375.800	           1102	   2376.100	   2377.027	   2382.860	   2382.757	
 12/20-10:06	2375.800	2378.200	2375.600	2377.200	           1879	   2376.040	   2376.927	   2382.790	   2382.735	
 12/20-10:07	2377.200	2378.600	2376.800	2378.200	           2065	   2376.012	   2376.850	   2382.725	   2382.709	
 12/20-10:08	2378.200	2378.200	2376.600	2377.800	           1302	   2375.979	   2376.760	   2382.658	   2382.677	
 12/20-10:09	2377.600	2379.000	2376.600	2379.000	           2025	   2376.012	   2376.687	   2382.593	   2382.653	
 12/20-10:10	2378.800	2380.800	2378.000	2379.400	           3463	   2376.067	   2376.617	   2382.518	   2382.630	
 12/20-10:11	2379.200	2381.400	2378.000	2380.200	           3179	   2376.275	   2376.571	   2382.452	   2382.606	
 12/20-10:12	2380.200	2380.800	2378.800	2380.000	           1998	   2376.481	   2376.524	   2382.394	   2382.584	
 12/20-10:13	2379.800	2379.800	2378.000	2379.400	           1484	   2376.660	   2376.460	   2382.327	   2382.561	
 12/20-10:14	2379.200	2379.800	2377.800	2378.000	           1767	   2376.846	   2376.356	   2382.245	   2382.533	
 12/20-10:15	2378.000	2378.600	2376.600	2377.400	           2173	   2376.973	   2376.253	   2382.150	   2382.506	
 12/20-10:16	2377.600	2377.600	2376.400	2377.200	           1353	   2377.081	   2376.291	   2382.020	   2382.489	
 12/20-10:17	2377.400	2377.400	2376.600	2377.200	            985	   2377.160	   2376.391	   2381.903	   2382.482	
 12/20-10:18	2377.200	2378.400	2377.000	2377.800	           1233	   2377.288	   2376.474	   2381.819	   2382.471	
 12/20-10:19	2377.600	2378.000	2376.200	2376.400	           1473	   2377.279	   2376.527	   2381.727	   2382.444	
 12/20-10:20	2376.200	2377.400	2376.000	2377.000	           1260	   2377.306	   2376.556	   2381.643	   2382.424	
 12/20-10:21	2377.000	2377.000	2375.400	2376.400	           1334	   2377.313	   2376.583	   2381.555	   2382.397	
 12/20-10:22	2376.400	2376.600	2375.000	2375.800	           1440	   2377.273	   2376.597	   2381.457	   2382.374	
 12/20-10:23	2375.600	2376.000	2374.600	2375.200	           2018	   2377.212	   2376.600	   2381.365	   2382.350	
 12/20-10:24	2375.000	2376.000	2374.000	2375.600	           1961	   2377.146	   2376.600	   2381.272	   2382.322	
 12/20-10:25	2375.800	2376.800	2375.400	2376.200	           1529	   2377.127	   2376.623	   2381.183	   2382.295	
 12/20-10:26	2376.000	2376.200	2375.400	2376.200	            864	   2377.133	   2376.633	   2381.088	   2382.273	
 12/20-10:27	2376.200	2376.400	2375.000	2376.200	           1246	   2377.121	   2376.637	   2380.985	   2382.250	
 12/20-10:28	2376.000	2377.400	2375.600	2377.000	           1489	   2377.094	   2376.667	   2380.888	   2382.231	
 12/20-10:29	2376.800	2377.200	2376.600	2377.200	            829	   2377.121	   2376.687	   2380.783	   2382.214	
 12/20-10:30	2377.200	2377.200	2376.200	2376.400	            849	   2377.100	   2376.706	   2380.665	   2382.197	
 12/20-10:31	2376.600	2376.800	2376.000	2376.600	           1140	   2377.081	   2376.700	   2380.539	   2382.182	
 12/20-10:32	2376.800	2378.400	2376.600	2377.200	           2255	   2377.173	   2376.690	   2380.438	   2382.169	
 12/20-10:33	2377.400	2378.200	2376.800	2378.200	            970	   2377.273	   2376.726	   2380.352	   2382.158	
 12/20-10:34	2378.200	2378.400	2376.400	2377.000	           1405	   2377.306	   2376.753	   2380.251	   2382.137	
 12/20-10:35	2377.200	2379.200	2377.000	2379.000	           1581	   2377.413	   2376.756	   2380.142	   2382.126	
 12/20-10:36	2379.000	2379.600	2378.000	2378.800	           1701	   2377.467	   2376.753	   2380.038	   2382.120	
 12/20-10:37	2378.800	2382.800	2378.400	2381.000	           4577	   2377.560	   2376.786	   2379.930	   2382.129	
 12/20-10:38	2380.800	2383.600	2380.000	2382.600	           4581	   2377.721	   2376.850	   2379.785	   2382.138	
 12/20-10:39	2382.600	2382.600	2380.800	2381.600	           3013	   2377.806	   2376.909	   2379.632	   2382.142	
 12/20-10:40	2381.800	2381.800	2380.000	2380.000	           2300	   2377.827	   2376.947	   2379.461	   2382.137	
 12/20-10:41	2380.200	2381.400	2379.800	2381.000	           1842	   2377.852	   2377.063	   2379.312	   2382.127	
 12/20-10:42	2381.200	2382.400	2380.400	2380.600	           1648	   2377.873	   2377.177	   2379.183	   2382.118	
 12/20-10:43	2380.400	2380.600	2378.800	2379.400	           2452	   2377.873	   2377.267	   2379.048	   2382.105	
 12/20-10:44	2379.400	2379.600	2378.600	2379.400	           1441	   2377.921	   2377.383	   2378.923	   2382.095	
 12/20-10:45	2379.400	2379.600	2378.400	2379.000	           1116	   2377.975	   2377.474	   2378.847	   2382.085	
 12/20-10:46	2378.800	2379.400	2378.200	2378.400	           1344	   2378.012	   2377.547	   2378.770	   2382.073	
 12/20-10:47	2378.600	2378.600	2377.200	2378.400	           2253	   2378.052	   2377.606	   2378.687	   2382.058	
 12/20-10:48	2378.400	2379.600	2378.200	2379.000	           1479	   2378.092	   2377.690	   2378.613	   2382.034	
 12/20-10:49	2379.200	2379.600	2378.400	2379.400	            961	   2378.194	   2377.737	   2378.539	   2382.017	
 12/20-10:50	2379.400	2380.000	2377.200	2378.200	           2208	   2378.233	   2377.770	   2378.455	   2382.001	
 12/20-10:51	2378.000	2378.600	2377.600	2378.200	           1340	   2378.294	   2377.803	   2378.388	   2381.985	
 12/20-10:52	2378.000	2379.200	2377.600	2377.600	           1545	   2378.354	   2377.813	   2378.319	   2381.967	
 12/20-10:53	2377.600	2378.400	2376.800	2377.200	           1929	   2378.421	   2377.817	   2378.230	   2381.946	
 12/20-10:54	2377.200	2379.200	2377.200	2378.400	           1530	   2378.512	   2377.829	   2378.153	   2381.932	
 12/20-10:55	2378.200	2379.200	2378.000	2379.000	           1054	   2378.606	   2377.867	   2378.073	   2381.926	
 12/20-10:56	2379.000	2379.800	2378.200	2379.200	           1409	   2378.708	   2377.921	   2378.017	   2381.923	
 12/20-10:57	2379.200	2381.200	2379.200	2380.800	           2825	   2378.858	   2377.990	   2377.992	   2381.923	
 12/20-10:58	2381.000	2382.000	2380.400	2381.000	           2362	   2378.992	   2378.043	   2377.960	   2381.921	
 12/20-10:59	2380.800	2381.000	2379.200	2379.800	           1741	   2379.079	   2378.100	   2377.925	   2381.921	
 12/20-11:00	2379.600	2380.600	2379.200	2380.400	           1437	   2379.215	   2378.157	   2377.890	   2381.925	
 12/20-11:01	2380.400	2381.800	2379.200	2379.400	           2700	   2379.306	   2378.194	   2377.865	   2381.921	
 12/20-11:02	2379.000	2379.600	2377.000	2377.000	           3924	   2379.300	   2378.237	   2377.813	   2381.912	
 12/20-11:03	2376.800	2377.200	2376.200	2376.600	           3063	   2379.248	   2378.260	   2377.762	   2381.895	
 12/20-11:04	2376.600	2376.800	2375.200	2376.000	           2523	   2379.215	   2378.260	   2377.700	   2381.871	
 12/20-11:05	2376.200	2377.000	2375.800	2375.800	           1675	   2379.106	   2378.259	   2377.643	   2381.840	
 12/20-11:06	2376.000	2376.000	2374.200	2375.800	           2901	   2379.006	   2378.237	   2377.582	   2381.814	
 12/20-11:07	2375.800	2376.600	2375.400	2376.400	           1960	   2378.854	   2378.207	   2377.529	   2381.790	
 12/20-11:08	2376.400	2376.400	2375.000	2375.600	           1544	   2378.619	   2378.170	   2377.465	   2381.766	
 12/20-11:09	2375.600	2377.000	2375.000	2376.800	           2102	   2378.460	   2378.133	   2377.410	   2381.746	
 12/20-11:10	2377.000	2377.000	2376.000	2376.000	           1183	   2378.327	   2378.077	   2377.347	   2381.722	
 12/20-11:11	2376.000	2376.400	2375.200	2376.200	           1220	   2378.167	   2378.009	   2377.290	   2381.699	
 12/20-11:12	2375.800	2377.800	2375.800	2377.200	           1851	   2378.052	   2377.962	   2377.243	   2381.681	
 12/20-11:13	2377.200	2377.400	2376.800	2377.000	            822	   2377.973	   2377.923	   2377.192	   2381.658	
 12/20-11:14	2377.000	2377.200	2376.400	2376.400	            649	   2377.873	   2377.897	   2377.126	   2381.633	
 12/20-11:15	2376.200	2376.400	2374.400	2375.600	           2590	   2377.758	   2377.867	   2377.060	   2381.602	
 12/20-11:16	2375.400	2376.600	2375.000	2375.400	           1345	   2377.660	   2377.836	   2377.063	   2381.572	
 12/20-11:17	2375.400	2376.800	2375.400	2376.600	            913	   2377.600	   2377.826	   2377.108	   2381.550	
 12/20-11:18	2376.800	2377.400	2375.800	2377.400	           1067	   2377.548	   2377.820	   2377.147	   2381.534	
 12/20-11:19	2377.400	2377.600	2376.200	2376.400	           1066	   2377.446	   2377.820	   2377.173	   2381.514	
 12/20-11:20	2376.400	2377.400	2376.200	2377.000	            895	   2377.406	   2377.820	   2377.188	   2381.501	
 12/20-11:21	2376.800	2377.600	2376.600	2377.200	            851	   2377.373	   2377.833	   2377.208	   2381.484	
 12/20-11:22	2377.000	2377.400	2376.400	2376.600	            620	   2377.340	   2377.847	   2377.222	   2381.463	
 12/20-11:23	2376.400	2376.800	2375.400	2376.800	           1160	   2377.327	   2377.874	   2377.237	   2381.439	
 12/20-11:24	2377.000	2377.400	2376.200	2377.400	           1111	   2377.294	   2377.903	   2377.251	   2381.417	
 12/20-11:25	2377.200	2377.400	2375.800	2376.600	           1473	   2377.215	   2377.910	   2377.267	   2381.387	
 12/20-11:26	2376.400	2376.600	2375.600	2375.800	            968	   2377.100	   2377.904	   2377.269	   2381.357	
 12/20-11:27	2376.000	2376.800	2375.800	2376.800	            789	   2376.967	   2377.913	   2377.275	   2381.330	
 12/20-11:28	2376.600	2377.000	2376.200	2376.400	            695	   2376.815	   2377.903	   2377.285	   2381.303	
 12/20-11:29	2376.200	2376.200	2373.000	2373.400	           4133	   2376.600	   2377.840	   2377.263	   2381.259	
 12/20-11:30	2373.600	2374.800	2372.800	2373.000	           2746	   2376.352	   2377.783	   2377.245	   2381.211	
 12/20-13:01	2372.800	2373.000	2369.600	2371.000	           7015	   2376.073	   2377.690	   2377.195	   2381.155	
 12/20-13:02	2370.800	2370.800	2366.400	2367.200	           6316	   2375.746	   2377.523	   2377.106	   2381.084	
 12/20-13:03	2367.400	2368.200	2365.800	2366.800	           3784	   2375.419	   2377.333	   2377.030	   2381.004	
 12/20-13:04	2367.000	2367.800	2365.000	2367.800	           3650	   2375.146	   2377.180	   2376.967	   2380.935	
 12/20-13:05	2367.600	2368.600	2366.600	2366.800	           2887	   2374.848	   2376.977	   2376.867	   2380.865	
 12/20-13:06	2366.600	2367.000	2364.200	2365.800	           4563	   2374.515	   2376.760	   2376.757	   2380.792	
 12/20-13:07	2365.800	2365.800	2363.600	2363.800	           3618	   2374.092	   2376.473	   2376.630	   2380.709	
 12/20-13:08	2364.200	2366.600	2363.200	2366.200	           3252	   2373.781	   2376.200	   2376.525	   2380.636	
 12/20-13:09	2366.000	2367.400	2365.600	2366.600	           2498	   2373.440	   2375.950	   2376.430	   2380.567	
 12/20-13:10	2366.400	2366.400	2365.400	2365.400	           1331	   2373.087	   2375.707	   2376.327	   2380.492	
 12/20-13:11	2365.600	2366.600	2365.200	2365.800	           1838	   2372.740	   2375.453	   2376.258	   2380.419	
 12/20-13:12	2365.800	2367.200	2365.200	2366.400	           2240	   2372.381	   2375.217	   2376.197	   2380.348	
 12/20-13:13	2366.400	2366.800	2365.800	2366.200	           1285	   2372.021	   2374.997	   2376.132	   2380.286	
 12/20-13:14	2366.200	2367.000	2365.800	2366.400	           1675	   2371.685	   2374.779	   2376.081	   2380.224	
 12/20-13:15	2366.400	2366.600	2365.200	2365.400	           1655	   2371.348	   2374.553	   2376.013	   2380.158	
 12/20-13:16	2365.800	2366.400	2363.600	2363.600	           2811	   2370.952	   2374.306	   2375.927	   2380.084	
